FieldID Category Path,Level 2,FieldID,Array,Instances,Field Name,valueType,Sorting,FieldID Type,FieldID Type Units,Coding,Description Text,Description Participants No,Link,Description Stability,Description Category ID,Description ItemType,Description Strata,Description Sexed,order_phenotype,instance0_name,instance1_name,instance2_name,instance3_name,instance4_name,instance5_name,instance6_name,instance7_name,instance8_name,instance9_name,instance10_name,instance11_name,instance12_name,instance13_name,instance14_name,instance15_name,instance16_name,instance17_name,bucket_300,bucket_500,bucket_1000,bucket_2500,bucket_5000,bucket_10000,Original_name
Basic characteristics,,18,1,1,Registered at ldp bioinformatics ods code,bars,,Categorical multiple,,,"Identifier for a GMC, or the Local Delivery Partner of a GMC, shortened to Organisation level",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,registered_at_ldp_bioinformatics_ods_code
Basic characteristics,,19,1,1,Registered at ldp organisation name,bars,,Categorical multiple,,,"Identifier for a GMC, or the Local Delivery Partner of a GMC",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,registered_at_ldp_organisation_name
Basic characteristics,,20,1,1,Registered at ldp site name,bars,,Categorical multiple,,,"Identifier for a GMC, or the Local Delivery Partner of a GMC",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,registered_at_ldp_site_name
Basic characteristics,,21,1,1,Programme consent status,bars,,Categorical multiple,,,"This is 'false' only in the case of full withdrawal, as distinct from primary finding consent which is false if either full or partially withdrawn.",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,programme_consent_status
Basic characteristics,,22,1,1,Date of consent,histogram,ASC_date,Date,,,Date of the clinical event or observation being reported e.g. date biopsy was taken,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,date_of_consent
Basic characteristics,,23,1,1,Consent form,bars,,Categorical multiple,,,"Name and Version of form used. Please see appendix F for latest list of consent forms, participant information sheets, additional optional consent materials and enumerations.",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,consent_form
Basic characteristics,,24,1,1,Information sheet,bars,,Categorical multiple,,,"Name and Version of information sheet presented. Please see appendix F for latest list of consent forms, participant information sheets, additional optional consent materials and enumerations.",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,information_sheet
Basic characteristics,,25,1,1,Withdrawal of consent date,histogram,ASC_date,Date,,,Date of the clinical event or observation being reported e.g. date biopsy was taken,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,withdrawal_of_consent_date
Basic characteristics,,26,1,1,Withdrawal option,bars,,Categorical multiple,,,Indicating full or partial withdrawa,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,withdrawal_option
Basic characteristics,,27,1,1,Withdrawal form,bars,,Categorical multiple,,,Filename of uploaded copy of scanned withdrawal form pdf - requested format is [ParticipantId]_withdrawal_[TimeStamp].pdf,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,withdrawal_form
Basic characteristics,,28,1,1,Rare diseases family sk,text_search,,Text,,,Database identifier for a rare disease family,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rare_diseases_family_sk
Basic characteristics,,29,1,1,Rare diseases family id,text_search,,Text,,,A locally-allocated family identifier assigned to the proband and their relatives. This should be unique to this duo or trio within the GMC and is necessary for linking related participants.,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rare_diseases_family_id
Basic characteristics,,30,1,1,Participant type,bars,,Categorical multiple,,,  Type of participant - rare disease proband or participating relative   ,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_type
Basic characteristics,,31,1,1,Fathers ethnic category,bars,,Categorical multiple,,,"he ethnic origin of the participant's father, against supplied enumeration. If no origin supplied please use Z",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fathers_ethnic_category
Basic characteristics,,32,1,1,Fathers ethnic category other,bars,,Categorical multiple,,,"Father's ethnic origin, if not in enumeration supplied",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fathers_ethnic_category_other
Basic characteristics,,33,1,1,Fathers other relevant ancestry,bars,,Categorical multiple,,,"Pertinent to clinical findings, additional relevant ancestry such as ashkenazi",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fathers_other_relevant_ancestry
Basic characteristics,,34,1,1,Mothers ethnic category,bars,,Categorical multiple,,,"The ethnic origin of the participant's father, against supplied enumeration. If no origin supplied please use Z",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mothers_ethnic_category
Basic characteristics,,35,1,1,Mothers ethnic category other,bars,,Categorical multiple,,,"Ethnic origin, if not in enumeration supplied",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mothers_ethnic_category_other
Basic characteristics,,36,1,1,Mothers other relevant ancestry,bars,,Categorical multiple,,,"Pertinent to clinical findings, additional relevant ancestry such as ashkenazi",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mothers_other_relevant_ancestry
Basic characteristics,,37,1,1,Participant medical review date,histogram,ASC_date,Date,,,Date of participant medical review,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_medical_review_date
Basic characteristics,,38,1,1,Participant medical review qc state code,bars,,Categorical multiple,,,Medical Review QC state,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_medical_review_qc_state_code
Basic characteristics,,39,1,1,Participant medical review qc state description,bars,,Categorical multiple,,,Medical Review QC state,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_medical_review_qc_state_description
Basic characteristics,,40,1,1,Consanguinity,bars,,Categorical multiple,,,This indicates that the participant is the product of a consanguinous relationship,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,consanguinity
Basic characteristics,,41,1,1,Consanguinity sk,text_search,,Text,,,Database identifier for consanguinuity,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,consanguinity_sk
Basic characteristics,,42,1,1,Father affected,bars,,Categorical multiple,,,"Father affected with same condition as proband, chosen from supplied enumeration",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,father_affected
Basic characteristics,,43,1,1,Mother affected,bars,,Categorical multiple,,,"Mother affected with same condition as proband, chosen from supplied enumeration",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mother_affected
Basic characteristics,,44,1,1,Out of area recruitment,bars,,Categorical multiple,,,Flag if a relative of the proband is recruited out of area,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,out_of_area_recruitment
Basic characteristics,,45,1,1,Penetrance,bars,,Categorical multiple,,,Is there any indication that the disease is not fully penetrant in this family?,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,penetrance
Basic characteristics,,46,1,1,Full brothers affected,bars,,Categorical multiple,,,Number of full brothers with same condition ,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,full_brothers_affected
Basic characteristics,,47,1,1,Full sisters affected,bars,,Categorical multiple,,,Number of full sisters with same condition ,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,full_sisters_affected
Basic characteristics,,48,1,1,Total full brothers,bars,,Categorical multiple,,,Total number of full brothers,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,total_full_brothers
Basic characteristics,,49,1,1,Total full sisters,bars,,Categorical multiple,,,Total number of full sisters,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,total_full_sisters
Basic characteristics,,50,1,1,Biological relationship to proband,bars,,Categorical multiple,,,Biological Relationship to Proband,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,biological_relationship_to_proband
Basic characteristics,,51,1,1,Other biological relationship to proband,bars,,Categorical multiple,,,Biological Relationship to Proband if not in the enumeration supplied,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,other_biological_relationship_to_proband
Basic characteristics,,52,1,1,Participant pipeline status id,text_search,,Text,,,numeric code of participant_pipeline_status,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_pipeline_status_id
Basic characteristics,,53,1,1,Participant pipeline status,bars,,Categorical multiple,,,Participant's status in internal Genomics England pipeline,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,participant_pipeline_status
Basic characteristics,,54,1,1,Reproductive additional findings,bars,,Categorical multiple,,,Reproductive additional findings: Does the participant want these looked for and fed back to their clinical team?,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reproductive_additional_findings
Basic characteristics,,55,1,1,Health related additional findings,bars,,Categorical multiple,,,Details corresponding to the questions and responses on the consent form.,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,health_related_additional_findings
Basic characteristics,,56,1,1,Normalised consent form,bars,,Categorical multiple,,,Normalised version of the data in consent_form,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,normalised_consent_form
Basic characteristics,,57,1,1,Duplicated id,text_search,,Text,,,duplicated_participant_id,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,duplicated_id
Death details,,58,2,1,Death date,histogram,ASC_date,Date,,,Date of death,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,death_date
Death details,,59,2,1,Death location,bars,,Categorical multiple,,,locale of death,89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,death_location
Death details,,60,2,1,Condition,bars,,Categorical multiple,,,"Disease or condition that led directly to death (decedent of immediate cause in sequence leading directly to death), mix of ICD codes and terms",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,condition
Death details,,61,2,1,Immediate cause,bars,,Categorical multiple,,19,"Immediate cause of death (decedent of underlying cause in sequence leading directly to death), mix of ICD codes and terms",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,immediate_cause
Death details,,62,2,1,Significant,bars,,Categorical multiple,,19,"Significant condition or disease that contributed to death but is not part of the sequence leading directly to death, mix of ICD codes and terms",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,significant
Death details,,63,2,1,Underlying cause,bars,,Categorical multiple,,19,"Underlying cause of death, mix of ICD codes and terms",89132,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,underlying_cause
COVID,,64,26,1,Patient year of birth,histogram,ASC,Integer,,,Participant year of birth.,89132,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,patient_yob
COVID,,65,26,1,Specimen date,histogram,ASC_date,Date,,,The date the specimen was taken.,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,specimen_date
COVID,,66,26,1,Specimen type,bars,,Categorical multiple,,,The specimen type as recorded on the laboratory request form.,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,specimen_type_desc
COVID,,67,26,1,Lab name,bars,ASC,Categorical multiple,,,The laboratory processing the sample.,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lab_name
COVID,,68,26,1,Inpatient indicator,bars,,Categorical multiple,,14,"This is a derived field but is included in case it is helpful.  Set to either True (1) or False (0).  The PHE Microbiology data source (SGSS) is not linked to hospital admission data at present.  However, an indicator of whether the patient was an inpatient when the sample was taken can be obtained.   If INPATIENT_INDICATOR is set, this can be interpreted as ""There is evidence from the microbiological records that the patient was an inpatient"".  If it is not set, this can be intepreted as ""There is no evidence in the microbiological record that the patient has been an inpatient, but they may have been as the microbiology data source is not linked to admissions data"". Inpatient_indicator is based on information provided on the specimen request form as to specimen location, and other information: if the specimen is marked as being froman Acute(emergency) care provider, an Accident and emergency deparment, from an inpatient location, or resulted from health careassociate infection,it is recorded as aninpatient sample. The fields from which thisindicator is derived are include din the extract.",6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,inpatient_indicator
COVID,,69,26,1,Requesting organisation,bars,ASC,Categorical multiple,,,"The requesting organisation description, if provided.  This is used in the construction of INPATIENT_INDICATOR.",6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rqsting_organisation_type_desc
COVID,,70,26,1,Acute flag,bars,,Categorical multiple,,14,Set true (1) if the requesting organisation is from an organisation known to provide acute (emergency) care otherwise not true (0).,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,acute_flag
COVID,,71,26,1,Hospital acquired indicator,bars,,Categorical multiple,,15,"Whether the sample is recorded as being hospital acquired.  U = unknown (default), N = no, Y = yes.  At the time this dictionary was written, there were no Y values.",6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hospital_acquired_indicator
COVID,,72,26,1,SARS-CoV-2 positive,bars,,Categorical multiple,,16,Whether the sample was reported as positive (1) or negative (0) for SARS-CoV-2.,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sarscov2positive
COVID,,73,26,1,Patient death date,histogram,ASC_date,Date,,,"The patient's death date.  This is ascertained by ONS data linkage.  Null entries indicate that patient is not registered by Office for National Statistics as having died.  Linkage occurs daily, but death ascertainment may lag behind actual mortality.",6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,patient_death_date
COVID,,368,26,1,Sex,bars,,Categorical single,,,Participant sex,6647,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sex
Office for National Statistics,,74,2,1,Date of death,histogram,ASC_date,Date,,,Date of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,date_of_death
Office for National Statistics,,75,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_1),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_1
Office for National Statistics,,288,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_2),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_2
Office for National Statistics,,289,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_3),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_3
Office for National Statistics,,290,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_4),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_4
Office for National Statistics,,291,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_5),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_5
Office for National Statistics,,292,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_6),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_6
Office for National Statistics,,293,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_7),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_7
Office for National Statistics,,294,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_8),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_8
Office for National Statistics,,295,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_9),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_9
Office for National Statistics,,296,2,1,ICD10 multiple cause code (icd10_multiple_cause_code_10),nested list,,Categorical multiple,,19,ICD10 coded causes of death,4013,https://cnfl.extge.co.uk/pages/viewpage.action?pageId=147659370,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,icd10_multiple_cause_code_10
